100392,61,Pipe,"[['Copper', 61]]","[['Pipe', 61]]",0.5433508690745017
100410,61,Pipe,"[['Copper', 61]]","[['Pipe', 61]]",0.5433508690745017
100416,60,Pipe,"[['Copper', 60]]","[['Pipe', 60]]",0.5488116360940284
100420,60,Pipe,"[['Copper', 60]]","[['Pipe', 60]]",0.5488116360940284
100437,60,Pipe,"[['Copper', 60]]","[['Pipe', 60]]",0.5488116360940284
100443,60,Pipe,"[['Copper', 60]]","[['Pipe', 60]]",0.5488116360940284
100452,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100455,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100456,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100457,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100458,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100459,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100460,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100462,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100466,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100467,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100469,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100471,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100475,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100477,59,Pipe,"[['Copper', 59]]","[['Pipe', 59]]",0.554327284734509
100486,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100487,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100490,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100491,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100493,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100494,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100495,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100497,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100499,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100500,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100502,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100505,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100509,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100510,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100511,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100512,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100515,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100516,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100518,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100521,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100522,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100523,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100524,58,Pipe,"[['Copper', 58]]","[['Pipe', 58]]",0.5598983665654039
100525,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100526,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100527,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100529,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100530,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100532,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100534,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100535,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100536,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100537,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100538,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100539,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100540,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100541,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100542,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100543,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100544,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100545,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100546,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100547,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100548,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100549,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100550,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100551,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100552,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100554,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100555,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100556,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100557,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100558,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100559,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100560,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100562,57,Pipe,"[['Copper', 57]]","[['Pipe', 57]]",0.565525438699539
100563,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100565,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100566,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100567,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100568,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100569,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100570,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100571,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100572,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100573,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100574,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100575,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100576,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100577,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100578,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100579,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100580,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100581,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100582,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100583,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100584,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100585,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100586,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100587,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100588,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100589,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100590,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100591,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100592,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100593,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100594,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100595,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100596,56,Pipe,"[['Copper', 56]]","[['Pipe', 56]]",0.5712090638488168
100597,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100598,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100599,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100600,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100601,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100602,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100603,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100604,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100605,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100606,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100607,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100608,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100609,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100610,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100611,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100612,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100613,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100614,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100615,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100616,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100617,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100618,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100619,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100620,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100621,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100622,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100623,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
100624,55,Pipe,"[['Copper', 55]]","[['Pipe', 55]]",0.5769498103804885
